,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,date,state,fips,cases,deaths
6216,-9.0,16.0,143.0,-19.0,-56.0,11.0,2020-07-03,Oregon,41,9643,215
6217,-8.0,12.0,152.0,-32.0,-58.0,14.0,2020-07-03,Pennsylvania,42,93418,6790
6218,4.0,21.0,298.0,-29.0,-57.0,15.0,2020-07-03,Rhode Island,44,16991,960
6219,1.0,18.0,92.0,4.0,-53.0,12.0,2020-07-03,South Carolina,45,41532,793
6220,15.0,49.0,502.0,40.0,-54.0,9.0,2020-07-03,South Dakota,46,6978,97
6221,1.0,19.0,157.0,-11.0,-55.0,11.0,2020-07-03,Tennessee,47,47882,626
6222,-15.0,7.0,13.0,-29.0,-56.0,17.0,2020-07-03,Texas,48,189418,2608
6223,-7.0,29.0,212.0,-26.0,-60.0,11.0,2020-07-03,Utah,49,24070,181
6224,-2.0,16.0,252.0,-34.0,-58.0,13.0,2020-07-03,Vermont,50,1236,56
6225,-8.0,11.0,151.0,-28.0,-59.0,15.0,2020-07-03,Virginia,51,64393,1845
6226,-12.0,13.0,145.0,-35.0,-61.0,13.0,2020-07-03,Washington,53,36417,1353
6227,2.0,17.0,140.0,22.0,-49.0,9.0,2020-07-03,West Virginia,54,3126,93
6228,0.0,22.0,350.0,-1.0,-58.0,13.0,2020-07-03,Wisconsin,55,33565,804
6229,14.0,51.0,0.0,62.0,-50.0,7.0,2020-07-03,Wyoming,56,1582,20
6230,-35.0,0.0,76.0,-9.0,-28.0,4.0,2020-07-04,Alabama,1,42862,1007
6231,-17.0,19.0,303.0,-3.0,-26.0,-1.0,2020-07-04,Alaska,2,1339,14
6232,-42.0,-10.0,-24.0,-39.0,-29.0,10.0,2020-07-04,Arizona,4,94616,1821
6233,-26.0,6.0,112.0,-16.0,-26.0,3.0,2020-07-04,Arkansas,5,23209,286
6234,-48.0,-5.0,-4.0,-41.0,-32.0,10.0,2020-07-04,California,6,265176,6329
6235,-36.0,-1.0,85.0,-30.0,-29.0,5.0,2020-07-04,Colorado,8,33900,1703
6236,-31.0,-8.0,247.0,-24.0,-29.0,3.0,2020-07-04,Connecticut,9,46717,4335
6237,-23.0,1.0,0.0,-22.0,-23.0,4.0,2020-07-04,Delaware,10,11996,512
6238,-57.0,-17.0,15.0,-54.0,-28.0,6.0,2020-07-04,District of Columbia,11,10447,557
6239,-38.0,-15.0,-25.0,-52.0,-30.0,8.0,2020-07-04,Florida,12,190044,3701
6240,-32.0,-5.0,64.0,-41.0,-31.0,6.0,2020-07-04,Georgia,13,87592,2809
6241,-47.0,-20.0,-31.0,-67.0,-37.0,10.0,2020-07-04,Hawaii,15,981,19
6242,-29.0,21.0,0.0,11.0,-26.0,-1.0,2020-07-04,Idaho,16,7431,94
6243,-37.0,-1.0,135.0,-26.0,-31.0,3.0,2020-07-04,Illinois,17,148151,7234
6244,-25.0,5.0,336.0,1.0,-30.0,0.0,2020-07-04,Indiana,18,48628,2687
6245,-33.0,17.0,322.0,-5.0,-27.0,0.0,2020-07-04,Iowa,19,31167,721
6246,-37.0,1.0,203.0,-7.0,-26.0,1.0,2020-07-04,Kansas,20,16165,284
6247,-25.0,10.0,236.0,-9.0,-26.0,0.0,2020-07-04,Kentucky,21,16709,608
6248,-35.0,-2.0,-12.0,-28.0,-30.0,7.0,2020-07-04,Louisiana,22,63397,3278
6249,-24.0,4.0,362.0,-3.0,-23.0,-1.0,2020-07-04,Maine,23,3397,107
6250,-31.0,-6.0,192.0,-30.0,-26.0,5.0,2020-07-04,Maryland,24,69724,3236
6251,-40.0,-19.0,178.0,-42.0,-32.0,4.0,2020-07-04,Massachusetts,25,109838,8172
6252,-34.0,3.0,417.0,-9.0,-29.0,1.0,2020-07-04,Michigan,26,72702,6222
6253,-40.0,-5.0,202.0,-41.0,-24.0,2.0,2020-07-04,Minnesota,27,37661,1503
6254,-30.0,-2.0,53.0,-15.0,-30.0,5.0,2020-07-04,Mississippi,28,30674,1107
6255,-31.0,7.0,162.0,-14.0,-25.0,1.0,2020-07-04,Missouri,29,24061,1062
6256,-24.0,32.0,255.0,14.0,-27.0,-2.0,2020-07-04,Montana,30,1167,23
6257,-35.0,9.0,237.0,3.0,-33.0,1.0,2020-07-04,Nebraska,31,19826,285
6258,-29.0,1.0,-12.0,-34.0,-33.0,7.0,2020-07-04,Nevada,32,21671,530
6259,-28.0,-2.0,331.0,-20.0,-29.0,1.0,2020-07-04,New Hampshire,33,5871,380
6260,-38.0,-5.0,219.0,-36.0,-29.0,5.0,2020-07-04,New Jersey,34,174889,15189
6261,-35.0,3.0,42.0,-19.0,-24.0,6.0,2020-07-04,New Mexico,35,13063,513
6262,-44.0,-6.0,129.0,-43.0,-31.0,4.0,2020-07-04,New York,36,401286,31860
6263,-31.0,0.0,113.0,-25.0,-27.0,4.0,2020-07-04,North Carolina,37,71734,1414
6264,-39.0,-8.0,309.0,-21.0,-25.0,-1.0,2020-07-04,North Dakota,38,3788,89
6265,-35.0,0.0,271.0,-4.0,-30.0,1.0,2020-07-04,Ohio,39,56183,2907
6266,-27.0,8.0,128.0,-8.0,-25.0,1.0,2020-07-04,Oklahoma,40,15645,398
6267,-36.0,4.0,150.0,-21.0,-27.0,3.0,2020-07-04,Oregon,41,9937,216
6268,-39.0,-8.0,177.0,-31.0,-29.0,3.0,2020-07-04,Pennsylvania,42,93922,6793
6269,-26.0,-7.0,464.0,-29.0,-33.0,2.0,2020-07-04,Rhode Island,44,16991,960
6270,-27.0,5.0,98.0,-10.0,-28.0,4.0,2020-07-04,South Carolina,45,43386,813
6271,-22.0,26.0,430.0,19.0,-27.0,0.0,2020-07-04,South Dakota,46,7028,97
6272,-28.0,6.0,165.0,-20.0,-28.0,2.0,2020-07-04,Tennessee,47,49232,630
6273,-36.0,-6.0,0.0,-35.0,-30.0,9.0,2020-07-04,Texas,48,195707,2646
6274,-39.0,5.0,186.0,-23.0,-25.0,2.0,2020-07-04,Utah,49,24717,181
6275,-32.0,-2.0,0.0,-42.0,-31.0,1.0,2020-07-04,Vermont,50,1238,56
6276,-33.0,0.0,139.0,-27.0,-27.0,4.0,2020-07-04,Virginia,51,65109,1849
6277,-41.0,-1.0,148.0,-27.0,-30.0,3.0,2020-07-04,Washington,53,36799,1355
6278,-24.0,9.0,204.0,8.0,-21.0,0.0,2020-07-04,West Virginia,54,3205,94
6279,-29.0,9.0,355.0,0.0,-24.0,1.0,2020-07-04,Wisconsin,55,34243,804
6280,-11.0,34.0,404.0,39.0,-22.0,-2.0,2020-07-04,Wyoming,56,1606,20
6281,-18.0,-7.0,46.0,11.0,-21.0,4.0,2020-07-05,Alabama,1,43953,1007
6282,15.0,19.0,239.0,11.0,-14.0,-4.0,2020-07-05,Alaska,2,1371,14
6283,-32.0,-19.0,-26.0,-33.0,-22.0,6.0,2020-07-05,Arizona,4,98126,1829
6284,-11.0,4.0,96.0,0.0,-18.0,2.0,2020-07-05,Arkansas,5,23814,287
6285,-36.0,-17.0,-2.0,-37.0,-21.0,7.0,2020-07-05,California,6,271587,6369
6286,-17.0,-6.0,83.0,-25.0,-18.0,1.0,2020-07-05,Colorado,8,34100,1703
6287,-15.0,-13.0,145.0,-10.0,-13.0,2.0,2020-07-05,Connecticut,9,46717,4335
6288,-10.0,1.0,140.0,-17.0,-14.0,3.0,2020-07-05,Delaware,10,12128,512
6289,-54.0,-27.0,-26.0,-60.0,-25.0,6.0,2020-07-05,District of Columbia,11,10482,559
6290,-31.0,-21.0,-36.0,-45.0,-24.0,7.0,2020-07-05,Florida,12,200103,3730
6291,-20.0,-12.0,47.0,-30.0,-23.0,4.0,2020-07-05,Georgia,13,89489,2812
6292,-37.0,-22.0,-28.0,-61.0,-28.0,7.0,2020-07-05,Hawaii,15,1005,19
6293,4.0,13.0,328.0,36.0,-18.0,-2.0,2020-07-05,Idaho,16,7799,94
6294,-21.0,-11.0,128.0,-21.0,-17.0,1.0,2020-07-05,Illinois,17,148730,7241
6295,-9.0,-2.0,218.0,19.0,-16.0,0.0,2020-07-05,Indiana,18,49203,2693
6296,-10.0,17.0,224.0,7.0,-12.0,-1.0,2020-07-05,Iowa,19,31612,721
6297,-14.0,-9.0,94.0,18.0,-17.0,1.0,2020-07-05,Kansas,20,16289,287
6298,-13.0,0.0,125.0,3.0,-19.0,1.0,2020-07-05,Kentucky,21,16712,608
6299,-24.0,-8.0,-17.0,-22.0,-23.0,5.0,2020-07-05,Louisiana,22,65334,3288
6300,8.0,12.0,255.0,40.0,-9.0,-2.0,2020-07-05,Maine,23,3415,109
6301,-21.0,-10.0,136.0,-23.0,-18.0,4.0,2020-07-05,Maryland,24,69957,3243
6302,-21.0,-18.0,118.0,-36.0,-16.0,2.0,2020-07-05,Massachusetts,25,109974,8183
6303,-8.0,-1.0,377.0,1.0,-15.0,-2.0,2020-07-05,Michigan,26,73027,6222
6304,-18.0,-3.0,181.0,-35.0,-13.0,-2.0,2020-07-05,Minnesota,27,38173,1508
6305,-10.0,-4.0,33.0,5.0,-22.0,4.0,2020-07-05,Mississippi,28,30900,1111
6306,-9.0,-1.0,105.0,-5.0,-14.0,0.0,2020-07-05,Missouri,29,24334,1062
6307,6.0,26.0,224.0,43.0,-13.0,-4.0,2020-07-05,Montana,30,1212,23
6308,-14.0,-5.0,169.0,9.0,-15.0,0.0,2020-07-05,Nebraska,31,19937,285
6309,-19.0,-9.0,-10.0,-33.0,-28.0,5.0,2020-07-05,Nevada,32,22518,537
6310,-3.0,-4.0,232.0,-4.0,-12.0,-1.0,2020-07-05,New Hampshire,33,5897,381
6311,-29.0,-9.0,180.0,-30.0,-16.0,3.0,2020-07-05,New Jersey,34,175258,15211
6312,-22.0,-8.0,28.0,-13.0,-18.0,4.0,2020-07-05,New Mexico,35,13256,513
6313,-31.0,-12.0,115.0,-39.0,-20.0,2.0,2020-07-05,New York,36,401822,31895
6314,-19.0,-7.0,55.0,-21.0,-21.0,3.0,2020-07-05,North Carolina,37,73094,1414
6315,-14.0,-7.0,227.0,-3.0,-14.0,-5.0,2020-07-05,North Dakota,38,3825,89
6316,-13.0,-5.0,226.0,3.0,-16.0,0.0,2020-07-05,Ohio,39,57151,2911
6317,-12.0,0.0,62.0,6.0,-16.0,2.0,2020-07-05,Oklahoma,40,15928,398
6318,-15.0,-6.0,100.0,-9.0,-20.0,1.0,2020-07-05,Oregon,41,10237,218
6319,-17.0,-7.0,161.0,-21.0,-17.0,1.0,2020-07-05,Pennsylvania,42,94403,6797
6320,-7.0,-11.0,293.0,-15.0,-14.0,1.0,2020-07-05,Rhode Island,44,16991,960
6321,-12.0,-2.0,64.0,16.0,-20.0,3.0,2020-07-05,South Carolina,45,44847,820
6322,9.0,29.0,413.0,54.0,-9.0,-3.0,2020-07-05,South Dakota,46,7063,97
6323,-14.0,-4.0,79.0,-8.0,-21.0,3.0,2020-07-05,Tennessee,47,50365,639
6324,-28.0,-17.0,-23.0,-32.0,-22.0,7.0,2020-07-05,Texas,48,200137,2666
6325,-12.0,6.0,148.0,-17.0,-22.0,0.0,2020-07-05,Utah,49,25005,184
6326,-7.0,4.0,252.0,-38.0,-16.0,-2.0,2020-07-05,Vermont,50,1249,56
6327,-20.0,-7.0,91.0,-20.0,-19.0,3.0,2020-07-05,Virginia,51,65748,1853
6328,-17.0,-9.0,110.0,-19.0,-20.0,1.0,2020-07-05,Washington,53,37468,1360
6329,-2.0,9.0,156.0,42.0,-15.0,0.0,2020-07-05,West Virginia,54,3335,95
6330,-5.0,4.0,299.0,6.0,-11.0,-1.0,2020-07-05,Wisconsin,55,34750,804
6331,12.0,33.0,320.0,42.0,-13.0,-3.0,2020-07-05,Wyoming,56,1634,20
6332,-5.0,3.0,40.0,6.0,-34.0,9.0,2020-07-06,Alabama,1,44878,1007
6333,19.0,18.0,165.0,1.0,-35.0,7.0,2020-07-06,Alaska,2,1401,14
6334,-21.0,-9.0,-13.0,-28.0,-44.0,12.0,2020-07-06,Arizona,4,101542,1832
6335,0.0,7.0,76.0,4.0,-34.0,8.0,2020-07-06,Arkansas,5,24253,292
6336,-26.0,-7.0,11.0,-39.0,-44.0,14.0,2020-07-06,California,6,277869,6452
6337,-6.0,4.0,119.0,-25.0,-40.0,9.0,2020-07-06,Colorado,8,34316,1704
6338,-4.0,-2.0,111.0,-20.0,-41.0,11.0,2020-07-06,Connecticut,9,46976,4338
6339,-1.0,4.0,83.0,-22.0,-39.0,11.0,2020-07-06,Delaware,10,12293,512
6340,-51.0,-25.0,-47.0,-67.0,-60.0,20.0,2020-07-06,District of Columbia,11,10515,561
6341,-22.0,-13.0,-27.0,-39.0,-39.0,12.0,2020-07-06,Florida,12,206439,3777
6342,-12.0,-4.0,20.0,-32.0,-41.0,11.0,2020-07-06,Georgia,13,91015,2829
6343,-31.0,-17.0,-38.0,-53.0,-37.0,12.0,2020-07-06,Hawaii,15,1012,19
6344,11.0,19.0,290.0,17.0,-30.0,3.0,2020-07-06,Idaho,16,8222,94
6345,-10.0,-1.0,78.0,-32.0,-42.0,10.0,2020-07-06,Illinois,17,149428,7250
6346,4.0,5.0,135.0,8.0,-34.0,8.0,2020-07-06,Indiana,18,49560,2698
6347,-3.0,21.0,184.0,1.0,-33.0,8.0,2020-07-06,Iowa,19,31764,725
6348,-7.0,0.0,115.0,7.0,-35.0,8.0,2020-07-06,Kansas,20,17082,288
6349,-4.0,6.0,78.0,-4.0,-35.0,9.0,2020-07-06,Kentucky,21,17464,621
6350,-13.0,-3.0,-16.0,-18.0,-34.0,11.0,2020-07-06,Louisiana,22,66435,3296
6351,14.0,17.0,294.0,12.0,-36.0,6.0,2020-07-06,Maine,23,3423,109
6352,-14.0,-6.0,62.0,-37.0,-45.0,15.0,2020-07-06,Maryland,24,70497,3246
6353,-10.0,-6.0,115.0,-48.0,-48.0,13.0,2020-07-06,Massachusetts,25,110137,8198
6354,1.0,4.0,246.0,-14.0,-40.0,9.0,2020-07-06,Michigan,26,73403,6225
6355,-4.0,6.0,145.0,-39.0,-43.0,11.0,2020-07-06,Minnesota,27,38606,1511
6356,4.0,6.0,25.0,5.0,-32.0,7.0,2020-07-06,Mississippi,28,31257,1114
6357,-1.0,8.0,102.0,-10.0,-36.0,8.0,2020-07-06,Missouri,29,24850,1068
6358,20.0,31.0,262.0,38.0,-28.0,2.0,2020-07-06,Montana,30,1249,23
6359,1.0,7.0,161.0,6.0,-35.0,8.0,2020-07-06,Nebraska,31,20052,286
6360,-11.0,0.0,-9.0,-30.0,-39.0,10.0,2020-07-06,Nevada,32,22930,537
6361,11.0,10.0,303.0,-10.0,-39.0,9.0,2020-07-06,New Hampshire,33,5914,382
6362,-24.0,-6.0,84.0,-41.0,-46.0,15.0,2020-07-06,New Jersey,34,175467,15229
6363,-7.0,5.0,34.0,-7.0,-39.0,10.0,2020-07-06,New Mexico,35,13507,515
6364,-26.0,-6.0,42.0,-49.0,-46.0,13.0,2020-07-06,New York,36,402338,31911
6365,-6.0,4.0,88.0,-20.0,-38.0,9.0,2020-07-06,North Carolina,37,74930,1424
6366,5.0,5.0,194.0,1.0,-31.0,6.0,2020-07-06,North Dakota,38,3858,89
6367,-2.0,3.0,137.0,-1.0,-37.0,9.0,2020-07-06,Ohio,39,57956,2927
6368,0.0,6.0,54.0,4.0,-35.0,8.0,2020-07-06,Oklahoma,40,16362,399
6369,-7.0,1.0,114.0,-18.0,-40.0,9.0,2020-07-06,Oregon,41,10413,218
6370,-11.0,-5.0,68.0,-33.0,-41.0,11.0,2020-07-06,Pennsylvania,42,95187,6798
6371,5.0,-1.0,353.0,-34.0,-44.0,10.0,2020-07-06,Rhode Island,44,16991,960
6372,-4.0,3.0,50.0,3.0,-35.0,9.0,2020-07-06,South Carolina,45,46380,827
6373,16.0,29.0,328.0,40.0,-29.0,7.0,2020-07-06,South Dakota,46,7105,97
6374,-1.0,3.0,95.0,-6.0,-35.0,9.0,2020-07-06,Tennessee,47,51509,646
6375,-17.0,-8.0,-6.0,-29.0,-43.0,14.0,2020-07-06,Texas,48,209350,2726
6376,-3.0,11.0,146.0,-21.0,-41.0,9.0,2020-07-06,Utah,49,25653,190
6377,3.0,10.0,251.0,-21.0,-40.0,8.0,2020-07-06,Vermont,50,1251,56
6378,-11.0,-1.0,75.0,-29.0,-42.0,12.0,2020-07-06,Virginia,51,66102,1853
6379,-11.0,-1.0,97.0,-33.0,-45.0,11.0,2020-07-06,Washington,53,38517,1370
6380,3.0,10.0,71.0,22.0,-33.0,7.0,2020-07-06,West Virginia,54,3442,95
6381,0.0,10.0,212.0,-4.0,-36.0,9.0,2020-07-06,Wisconsin,55,35318,805
6382,24.0,37.0,325.0,40.0,-28.0,3.0,2020-07-06,Wyoming,56,1675,20
6383,-7.0,2.0,29.0,-1.0,-31.0,9.0,2020-07-07,Alabama,1,45785,1033
6384,18.0,17.0,174.0,3.0,-29.0,7.0,2020-07-07,Alaska,2,1423,15
6385,-22.0,-8.0,-17.0,-26.0,-43.0,13.0,2020-07-07,Arizona,4,105159,1933
6386,-1.0,7.0,110.0,1.0,-32.0,8.0,2020-07-07,Arkansas,5,24512,301
6387,-27.0,-5.0,16.0,-38.0,-43.0,14.0,2020-07-07,California,6,287766,6563
6388,-8.0,5.0,93.0,-26.0,-41.0,10.0,2020-07-07,Colorado,8,34717,1709
6389,-8.0,-2.0,78.0,-23.0,-40.0,11.0,2020-07-07,Connecticut,9,47033,4338
6390,2.0,7.0,113.0,-17.0,-37.0,10.0,2020-07-07,Delaware,10,12414,514
6391,-48.0,-21.0,-41.0,-67.0,-61.0,20.0,2020-07-07,District of Columbia,11,10569,561
6392,-22.0,-10.0,-19.0,-38.0,-37.0,12.0,2020-07-07,Florida,12,213786,3840
6393,-12.0,-2.0,22.0,-32.0,-39.0,13.0,2020-07-07,Georgia,13,93707,2850
6394,-32.0,-17.0,-40.0,-53.0,-35.0,13.0,2020-07-07,Hawaii,15,1053,19
6395,7.0,20.0,237.0,17.0,-33.0,6.0,2020-07-07,Idaho,16,8582,94
6396,-10.0,0.0,72.0,-32.0,-40.0,11.0,2020-07-07,Illinois,17,150110,7281
6397,2.0,7.0,149.0,6.0,-32.0,8.0,2020-07-07,Indiana,18,49859,2717
6398,-7.0,18.0,174.0,1.0,-33.0,9.0,2020-07-07,Iowa,19,32153,732
6399,-5.0,1.0,137.0,6.0,-34.0,9.0,2020-07-07,Kansas,20,17157,290
6400,-4.0,9.0,105.0,-3.0,-33.0,8.0,2020-07-07,Kentucky,21,17820,630
6401,-11.0,0.0,-16.0,-19.0,-33.0,10.0,2020-07-07,Louisiana,22,68371,3319
6402,12.0,14.0,286.0,11.0,-34.0,6.0,2020-07-07,Maine,23,3440,110
6403,-11.0,-2.0,98.0,-34.0,-44.0,14.0,2020-07-07,Maryland,24,70986,3266
6404,-12.0,-5.0,110.0,-47.0,-46.0,13.0,2020-07-07,Massachusetts,25,110338,8213
6405,-1.0,4.0,223.0,-13.0,-38.0,9.0,2020-07-07,Michigan,26,74011,6256
6406,-5.0,8.0,176.0,-36.0,-40.0,11.0,2020-07-07,Minnesota,27,39170,1514
6407,1.0,4.0,29.0,4.0,-30.0,8.0,2020-07-07,Mississippi,28,32214,1158
6408,-3.0,6.0,114.0,-10.0,-35.0,9.0,2020-07-07,Missouri,29,25566,1083
6409,13.0,24.0,201.0,28.0,-27.0,5.0,2020-07-07,Montana,30,1327,23
6410,-2.0,6.0,162.0,5.0,-33.0,9.0,2020-07-07,Nebraska,31,20205,287
6411,-11.0,2.0,-10.0,-29.0,-39.0,11.0,2020-07-07,Nevada,32,23848,549
6412,6.0,10.0,271.0,-8.0,-37.0,10.0,2020-07-07,New Hampshire,33,5932,384
6413,-17.0,5.0,126.0,-39.0,-44.0,13.0,2020-07-07,New Jersey,34,175734,15281
6414,-8.0,6.0,38.0,-6.0,-37.0,11.0,2020-07-07,New Mexico,35,13727,519
6415,-24.0,2.0,56.0,-46.0,-44.0,13.0,2020-07-07,New York,36,402928,31934
6416,-10.0,1.0,64.0,-21.0,-36.0,11.0,2020-07-07,North Carolina,37,76258,1446
6417,2.0,4.0,160.0,1.0,-28.0,6.0,2020-07-07,North Dakota,38,3903,89
6418,-3.0,3.0,141.0,-2.0,-35.0,9.0,2020-07-07,Ohio,39,58904,2970
6419,-1.0,6.0,79.0,3.0,-32.0,8.0,2020-07-07,Oklahoma,40,17220,404
6420,-9.0,4.0,103.0,-21.0,-40.0,10.0,2020-07-07,Oregon,41,10654,224
6421,-6.0,1.0,86.0,-29.0,-38.0,10.0,2020-07-07,Pennsylvania,42,95986,6835
6422,2.0,1.0,265.0,-33.0,-39.0,10.0,2020-07-07,Rhode Island,44,17154,969
6423,-6.0,1.0,15.0,-3.0,-34.0,11.0,2020-07-07,South Carolina,45,47352,846
6424,14.0,29.0,329.0,37.0,-27.0,7.0,2020-07-07,South Dakota,46,7163,98
6425,-1.0,5.0,103.0,-9.0,-33.0,8.0,2020-07-07,Tennessee,47,52643,657
6426,-17.0,-6.0,3.0,-27.0,-42.0,15.0,2020-07-07,Texas,48,219164,2816
6427,-6.0,11.0,172.0,-23.0,-40.0,10.0,2020-07-07,Utah,49,26203,194
6428,-1.0,8.0,235.0,-19.0,-38.0,9.0,2020-07-07,Vermont,50,1254,56
6429,-11.0,3.0,102.0,-28.0,-41.0,12.0,2020-07-07,Virginia,51,66740,1881
6430,-13.0,0.0,85.0,-34.0,-45.0,13.0,2020-07-07,Washington,53,39063,1385
6431,2.0,9.0,72.0,17.0,-31.0,6.0,2020-07-07,West Virginia,54,3505,95
6432,-5.0,7.0,187.0,-8.0,-34.0,10.0,2020-07-07,Wisconsin,55,35834,817
6433,18.0,32.0,280.0,33.0,-26.0,4.0,2020-07-07,Wyoming,56,1711,21
6434,-3.0,3.0,40.0,1.0,-31.0,8.0,2020-07-08,Alabama,1,46962,1058
6435,14.0,17.0,91.0,-3.0,-28.0,8.0,2020-07-08,Alaska,2,1472,15
6436,-23.0,-9.0,-17.0,-28.0,-42.0,13.0,2020-07-08,Arizona,4,108710,1973
6437,0.0,7.0,120.0,1.0,-30.0,7.0,2020-07-08,Arkansas,5,25246,305
6438,-28.0,-6.0,12.0,-39.0,-42.0,14.0,2020-07-08,California,6,296304,6708
6439,-7.0,5.0,111.0,-26.0,-40.0,10.0,2020-07-08,Colorado,8,35185,1707
6440,-10.0,-4.0,66.0,-25.0,-39.0,12.0,2020-07-08,Connecticut,9,47108,4343
6441,-2.0,4.0,123.0,-22.0,-36.0,10.0,2020-07-08,Delaware,10,12462,515
6442,-46.0,-17.0,-38.0,-68.0,-59.0,19.0,2020-07-08,District of Columbia,11,10642,564
6443,-22.0,-12.0,-14.0,-39.0,-36.0,12.0,2020-07-08,Florida,12,223775,3888
6444,-9.0,-2.0,41.0,-31.0,-38.0,11.0,2020-07-08,Georgia,13,96538,2871
6445,-33.0,-18.0,-37.0,-56.0,-34.0,13.0,2020-07-08,Hawaii,15,1076,19
6446,7.0,19.0,233.0,13.0,-31.0,6.0,2020-07-08,Idaho,16,9004,98
6447,-9.0,1.0,76.0,-31.0,-39.0,11.0,2020-07-08,Illinois,17,151055,7315
6448,3.0,5.0,136.0,4.0,-31.0,8.0,2020-07-08,Indiana,18,50309,2732
6449,-5.0,20.0,170.0,4.0,-30.0,8.0,2020-07-08,Iowa,19,32716,739
6450,-4.0,7.0,132.0,10.0,-32.0,7.0,2020-07-08,Kansas,20,17807,291
6451,-4.0,8.0,97.0,-5.0,-32.0,8.0,2020-07-08,Kentucky,21,18204,634
6452,-5.0,3.0,15.0,-14.0,-31.0,8.0,2020-07-08,Louisiana,22,70259,3339
6453,5.0,10.0,171.0,1.0,-34.0,8.0,2020-07-08,Maine,23,3460,110
6454,-10.0,0.0,105.0,-34.0,-43.0,14.0,2020-07-08,Maryland,24,71455,3275
6455,-14.0,-5.0,77.0,-49.0,-45.0,14.0,2020-07-08,Massachusetts,25,110602,8243
6456,1.0,7.0,224.0,-12.0,-37.0,9.0,2020-07-08,Michigan,26,74660,6266
6457,-5.0,6.0,150.0,-37.0,-39.0,12.0,2020-07-08,Minnesota,27,39627,1523
6458,1.0,2.0,23.0,3.0,-30.0,8.0,2020-07-08,Mississippi,28,32888,1188
6459,5.0,8.0,82.0,-6.0,-32.0,6.0,2020-07-08,Missouri,29,26343,1089
6460,13.0,26.0,231.0,25.0,-25.0,4.0,2020-07-08,Montana,30,1371,23
6461,-1.0,7.0,142.0,6.0,-32.0,8.0,2020-07-08,Nebraska,31,20437,291
6462,-12.0,2.0,-8.0,-30.0,-37.0,11.0,2020-07-08,Nevada,32,24378,556
6463,3.0,7.0,151.0,-12.0,-36.0,11.0,2020-07-08,New Hampshire,33,5952,386
6464,-20.0,0.0,107.0,-41.0,-43.0,14.0,2020-07-08,New Jersey,34,175986,15423
6465,-10.0,4.0,32.0,-10.0,-35.0,11.0,2020-07-08,New Mexico,35,14017,527
6466,-25.0,0.0,46.0,-47.0,-43.0,13.0,2020-07-08,New York,36,403619,31945
6467,-10.0,0.0,54.0,-23.0,-36.0,10.0,2020-07-08,North Carolina,37,77735,1470
6468,7.0,7.0,0.0,6.0,-26.0,6.0,2020-07-08,North Dakota,38,3975,89
6469,-1.0,5.0,153.0,-2.0,-34.0,8.0,2020-07-08,Ohio,39,60181,2991
6470,2.0,9.0,84.0,5.0,-30.0,7.0,2020-07-08,Oklahoma,40,17893,407
6471,-7.0,6.0,144.0,-19.0,-38.0,9.0,2020-07-08,Oregon,41,10872,228
6472,-8.0,1.0,76.0,-29.0,-38.0,10.0,2020-07-08,Pennsylvania,42,96817,6864
6473,1.0,1.0,227.0,-36.0,-38.0,10.0,2020-07-08,Rhode Island,44,17204,971
6474,-5.0,2.0,36.0,-1.0,-32.0,9.0,2020-07-08,South Carolina,45,48909,884
6475,11.0,26.0,323.0,32.0,-26.0,6.0,2020-07-08,South Dakota,46,7242,98
6476,-2.0,6.0,100.0,-10.0,-32.0,8.0,2020-07-08,Tennessee,47,54756,678
6477,-16.0,-4.0,12.0,-27.0,-40.0,14.0,2020-07-08,Texas,48,229116,2935
6478,-5.0,11.0,166.0,-22.0,-39.0,10.0,2020-07-08,Utah,49,26921,201
6479,-5.0,4.0,137.0,-23.0,-37.0,11.0,2020-07-08,Vermont,50,1256,56
6480,-10.0,3.0,89.0,-28.0,-40.0,12.0,2020-07-08,Virginia,51,67375,1905
6481,-13.0,1.0,124.0,-34.0,-43.0,11.0,2020-07-08,Washington,53,39661,1395
6482,0.0,6.0,72.0,14.0,-30.0,6.0,2020-07-08,West Virginia,54,3707,95
6483,-1.0,10.0,233.0,-6.0,-33.0,9.0,2020-07-08,Wisconsin,55,36526,818
6484,17.0,32.0,312.0,30.0,-25.0,4.0,2020-07-08,Wyoming,56,1740,21
6485,-6.0,4.0,43.0,2.0,-30.0,9.0,2020-07-09,Alabama,1,49174,1068
6486,11.0,17.0,157.0,1.0,-28.0,7.0,2020-07-09,Alaska,2,1521,15
6487,-23.0,-9.0,-15.0,-30.0,-42.0,13.0,2020-07-09,Arizona,4,112783,2047
6488,-5.0,4.0,87.0,0.0,-31.0,8.0,2020-07-09,Arkansas,5,26052,309
6489,-28.0,-5.0,9.0,-40.0,-42.0,14.0,2020-07-09,California,6,303516,6825
6490,-7.0,7.0,120.0,-26.0,-40.0,10.0,2020-07-09,Colorado,8,35604,1707
6491,-7.0,-1.0,117.0,-22.0,-37.0,11.0,2020-07-09,Connecticut,9,47209,4348
6492,0.0,7.0,117.0,-20.0,-36.0,10.0,2020-07-09,Delaware,10,12531,517
6493,-48.0,-19.0,-34.0,-68.0,-60.0,20.0,2020-07-09,District of Columbia,11,10679,568
6494,-22.0,-10.0,-12.0,-39.0,-36.0,12.0,2020-07-09,Florida,12,232710,4008
